	GSM4455458	GSM4455459	GSM4455460	GSM4455461	GSM4455462	GSM4455463	GSM4455464	GSM4455465	GSM4455466
LOC107985386	0	1	3	0	0	0	0	0	0
LOC105372656	10	0	34	11	1	4	1	1	2
PELATON	4191	1646	2768	1423	1781	960	474	638	2198
LINC01270	211	27	573	46	70	7	14	10	25
LINC01271	99	14	282	25	49	4	6	2	10
LOC105372657	21	4	76	8	8	0	0	0	1
PTPN1	16614	6898	8924	5111	5372	4344	6490	1673	3536
MIR645	1	6	20	11	5	11	23	6	9
RIPOR3	56	57	142	143	133	166	298	125	162
MIR1302-5	1	1	0	0	5	0	0	0	1
RIPOR3-AS1	0	0	1	0	0	0	0	0	0
LOC105372659	0	0	0	2	0	1	0	0	0
PARD6B	40	94	31	71	92	116	181	33	62
BCAS4	12	119	17	212	189	340	382	481	152
ADNP	1754	3302	2041	4516	5678	3847	3797	1333	2449
ADNP-AS1	20	58	38	69	72	72	51	29	56
DPM1	1015	1071	1094	998	1447	776	1081	489	674
MOCS3	41	135	38	103	63	144	379	53	118
KCNG1	2	9	1	19	14	123	80	34	8
LOC105372662	0	0	0	0	0	0	0	0	0
LOC105372661	0	0	0	4	4	20	5	5	3
LOC105372663	0	2	0	10	6	7	1	1	3
NFATC2	108	3877	762	4827	1596	6653	3922	2322	3139
MIR3194	0	0	0	0	0	0	2	7	0
ATP9A	2241	201	532	220	183	628	154	93	197
SALL4	3	3	1	9	13	18	25	6	6
LINC01429	0	0	1	0	0	0	1	3	1
LOC105372664	0	1	1	1	1	1	4	0	2
ZFP64	46	220	58	368	169	350	332	158	248
LOC105372666	0	2	0	1	10	0	2	0	0
LOC107985427	0	0	0	0	0	0	1	0	0
LOC105372667	0	0	0	0	0	0	0	0	0
LOC105372665	0	0	0	1	4	4	3	4	0
LINC01524	0	0	0	0	1	0	0	0	0
LOC105376985	0	0	0	0	2	0	0	0	0
LOC105372668	0	0	0	0	0	0	1	0	0
TSHZ2	8	486	93	432	126	903	1118	358	603
LOC105372669	0	1	0	0	0	7	4	6	2
LOC105372671	2	0	2	1	5	6	2	2	0
LOC101927770	9	54	30	46	16	63	23	17	60
ZNF217	4553	2952	3694	3368	2356	3138	3374	1034	2674
LOC105372672	2	1	1	3	4	4	3	1	5
SUMO1P1	116	33	305	90	125	15	15	8	30
BCAS1	3	26	2	17	10	18	27	30	47
MIR4756	0	0	0	0	0	0	0	0	0
CYP24A1	0	4	0	9	8	6	4	4	9
LOC105372675	0	1	0	1	0	0	0	1	2
PFDN4	102	325	148	308	279	428	484	307	285
LOC107985385	0	0	0	0	1	0	0	0	0
DOK5	0	0	0	0	0	1	14	0	0
LINC01441	0	0	0	0	0	0	2	0	0
LINC01440	0	0	0	0	0	0	0	0	0
LOC105372676	0	0	1	0	0	0	2	3	0
LOC107984001	0	0	0	0	0	0	0	0	0
LOC105372677	0	0	0	0	0	0	0	0	0
LOC105372678	0	0	0	0	0	0	1	0	0
CBLN4	0	0	0	0	0	0	4	0	0
LOC105372679	0	0	0	0	0	0	0	0	0
LOC105376989	0	0	0	0	0	0	0	0	0
LOC105372680	0	0	0	0	0	0	0	0	0
MC3R	0	0	0	0	0	0	0	0	0
FAM210B	1530	998	785	1162	1177	1150	804	744	869
AURKA	235	127	113	157	94	83	197	127	58
CSTF1	524	625	552	985	784	668	837	327	468
CASS4	145	431	452	773	1397	366	250	126	354
RTF2	6825	2885	4753	2442	3506	2158	2306	1385	2271
GCNT7	19	46	55	35	94	32	15	31	24
LOC105372681	0	4	4	6	9	0	0	0	0
FAM209A	58	49	93	55	98	43	44	46	33
FAM209B	70	62	91	55	96	38	45	42	35
LINC01716	0	1	0	1	0	0	0	0	0
TFAP2C	0	0	0	0	0	0	2	0	0
LOC105372683	1	3	1	0	0	1	0	4	0
LOC105372685	0	0	0	0	0	0	0	0	0
LOC105372686	0	0	0	0	0	0	0	0	0
BMP7	0	1	0	1	0	0	2	0	0
BMP7-AS1	0	0	0	0	0	0	0	0	0
LOC112268270	0	0	0	0	0	0	0	0	0
LOC105372687	0	0	0	0	0	0	2	0	0
MIR4325	0	0	0	0	0	0	0	0	0
SPO11	0	0	0	0	0	0	1	0	0
RAE1	1359	906	712	1285	1169	710	736	541	549
MTRNR2L3	19	29	24	17	55	34	21	67	33
RBM38-AS1	729	1082	262	956	695	1127	422	318	668
RBM38	4824	6895	1924	6717	5338	9243	3278	3509	5825
LOC105372688	168	3	8	1	0	0	0	0	0
CTCFL	5	0	3	0	0	1	2	1	1
PCK1	0	1	1	0	0	0	0	0	0
LOC105372690	0	0	0	0	0	0	0	0	0
ZBP1	884	1299	1599	1685	1322	1633	862	1354	2078
PMEPA1	4	669	101	491	167	225	1454	134	147
NKILA	0	23	3	20	14	19	97	5	15
LOC105372692	0	1	0	3	2	3	3	0	3
LOC105372693	0	0	0	0	0	1	0	0	0
LINC01742	0	0	0	0	0	0	0	0	0
LOC107987284	2	0	0	1	1	0	0	0	0
LOC107985434	0	0	0	0	0	0	0	0	0
C20orf85	0	0	0	0	0	0	0	0	0
LOC105372694	0	0	0	0	0	0	0	0	0
ANKRD60	0	0	0	0	2	1	0	2	0
PPP4R1L	554	607	1071	440	751	259	150	103	223
RAB22A	1231	2120	2090	1867	2427	1675	1957	620	1264
VAPB	1268	1267	974	1372	1317	1087	1450	604	784
APCDD1L	0	0	1	1	1	3	4	1	3
APCDD1L-DT	1	1	0	2	0	2	6	2	2
LINC01711	0	0	0	0	0	0	2	1	0
LOC107985410	2	2	1	2	1	2	2	1	1
STX16-NPEPL1	2088	2037	2093	2637	2361	2646	1972	1991	2109
STX16	3899	3817	2429	4264	4857	7439	5871	5879	5667
NPEPL1	1171	1034	1186	1481	1189	1253	1044	1031	1060
LOC105372695	0	0	0	0	0	0	0	0	0
MIR296	0	0	0	0	0	2	1	0	0
MIR298	0	0	0	0	0	0	0	0	0
GNAS-AS1	0	1	0	0	0	2	3	3	1
GNAS	17598	23294	16236	22949	22705	24425	17220	16014	19932
LOC101927932	0	3	3	4	2	7	5	2	3
LOC107985382	1	1	1	0	0	3	2	1	0
NELFCD	351	1544	614	1706	1429	2268	1558	1316	1547
CTSZ	8540	10834	5991	9787	11895	5575	12681	3585	11920
TUBB1	552	3844	3018	6603	1458	12699	321	2310	8164
ATP5F1E	2523	3137	2476	3583	2941	6439	2034	3957	4761
SLMO2-ATP5E	2617	2613	2079	2469	2991	2366	2334	2962	2434
PRELID3B	1000	2009	1285	2033	1473	1725	2240	718	1318
ZNF831	85	817	358	2358	936	2278	911	742	1336
LOC107985389	0	2	1	0	1	1	1	2	2
EDN3	0	39	5	29	6	10	23	20	31
LOC105372696	0	0	0	0	0	0	0	0	0
PHACTR3	9	2	0	5	1	12	3	2	5
LOC107985430	0	0	0	0	0	0	2	0	0
PHACTR3-AS1	0	0	0	0	0	0	0	0	0
SYCP2	514	99	133	201	332	379	203	215	184
FAM217B	3100	703	240	668	425	841	905	602	582
PPP1R3D	4030	306	239	264	281	304	386	97	293
CDH26	71	20	22	39	78	69	61	33	56
LINC02910	109	62	32	81	71	96	12	30	66
LOC107985429	1	0	0	1	0	0	0	0	0
LOC729296	11	4	1	4	10	6	1	8	2
MIR646HG	65	22	14	32	27	27	3	21	22
LOC105372698	73	38	18	47	54	37	5	21	25
MIR646	1	0	0	0	0	1	0	0	1
LOC105372697	8	2	2	3	2	6	3	6	4
LOC101928048	0	0	0	1	0	0	0	0	0
MIR4533	0	0	0	0	0	0	0	0	0
MIR548AG2	0	0	0	0	0	0	0	0	0
LOC105372699	1	0	0	0	0	0	8	0	0
LOC105372700	0	0	0	0	0	0	0	0	0
LINC01718	0	0	0	0	0	0	0	0	0
LOC105372701	0	0	0	0	0	0	0	0	0
CDH4	0	16	20	7	16	10	21	5	16
LOC105372703	0	0	0	0	0	0	2	1	0
LOC100128310	12	8	2	2	6	27	36	3	7
MIR1257	0	0	0	0	1	0	0	0	0
TAF4	90	733	200	895	417	1484	1471	421	986
LOC105372704	1	16	1	14	13	22	32	6	17
MIR3195	0	0	2	2	1	0	0	1	2
LOC105372705	3	8	4	6	51	26	20	16	15
LOC105372706	0	27	1	4	5	16	7	3	12
LSM14B	884	1552	669	1386	922	1629	1464	590	1445
PSMA7	3762	3428	2536	3304	3767	3136	3337	3603	3452
SS18L1	147	535	303	702	1475	780	695	333	691
MTG2	688	541	513	498	619	690	1030	560	530
HRH3	0	1	3	1	5	0	1	0	1
LOC105369209	1	0	3	1	3	3	1	1	0
OSBPL2	3034	2073	2293	1969	2544	1616	1518	853	1356
ADRM1	1426	2057	1286	2040	2115	1747	2535	1358	1603
LOC105372707	120	182	120	199	229	169	202	117	174
LAMA5	6	61	18	131	66	231	114	246	90
MIR4758	0	0	0	0	0	1	0	0	0
LAMA5-AS1	0	2	0	1	0	4	1	4	1
LOC105372708	1	9	7	10	6	11	19	32	9
RPS21	824	4846	2341	5819	6445	6666	6702	9607	4746
CABLES2	87	531	418	446	405	467	525	175	330
LOC105372709	9	61	37	56	280	34	22	20	24
RBBP8NL	0	0	0	0	1	0	0	0	0
LOC105372710	1	0	0	0	0	0	0	0	1
GATA5	0	0	0	0	0	0	5	0	0
LOC105372711	0	1	0	0	0	0	0	0	0
LOC105376995	6	12	27	28	9	31	0	31	20
CRMA	0	2	0	5	1	2	4	3	4
MIR1-1HG	0	0	0	0	0	0	0	0	0
MIR1-1	0	0	0	0	0	0	0	0	0
MIR133A2	0	0	0	0	0	0	0	0	0
LINC02970	315	61	210	34	145	12	40	8	33
SLCO4A1	1559	686	154	183	88	85	569	51	99
SLCO4A1-AS2	341	169	220	210	104	243	580	166	243
SLCO4A1-AS1	142	49	10	16	8	5	45	4	7
NTSR1	466	1189	14	272	75	24	85	43	14
LOC107987285	218	102	28	49	35	8	8	8	1
LINC00659	22	3	0	6	5	2	1	4	6
LOC105372716	3	4	5	7	8	4	8	3	1
MRGBP	746	859	697	1068	456	786	912	443	599
OGFR-AS1	26	37	38	69	50	23	16	10	44
OGFR	4586	4856	4370	4880	3913	3963	4412	3347	5764
COL9A3	147	172	66	56	62	103	151	61	48
TCFL5	227	163	148	229	309	308	526	211	234
DPH3P1	20	27	14	40	43	42	81	60	33
LOC105372717	13	12	30	66	45	44	58	45	49
DIDO1	2127	3548	2888	8132	4836	4405	4155	1713	2918
SNORA117	0	0	0	1	1	3	1	14	3
GID8	1622	2206	1181	2159	1856	2026	2411	1136	1615
SLC17A9	52	357	125	444	495	595	306	753	405
BHLHE23	0	0	0	0	0	0	0	0	0
LINC01749	0	1	2	1	0	1	0	0	0
LOC105372718	0	0	0	0	2	0	0	0	0
LINC00029	0	0	0	0	0	0	0	0	0
LINC01056	0	0	0	0	0	0	0	0	0
HAR1B	0	6	1	7	4	31	12	11	18
HAR1A	2	24	4	41	32	98	108	76	59
LOC105372719	0	1	0	1	0	0	0	0	0
LOC105376996	0	0	0	0	0	0	0	0	0
MIR124-3	0	0	0	0	0	0	0	0	0
YTHDF1	1665	2344	859	2474	2620	2102	2446	1066	1817
BIRC7	0	1	0	6	6	3	0	1	9
MIR3196	0	0	0	0	0	0	0	0	0
NKAIN4	1	0	0	0	0	0	0	0	0
FLJ16779	0	0	0	0	0	0	0	0	0
ARFGAP1	1024	2057	1110	2503	2335	2356	2618	2223	2095
MIR4326	1	2	1	5	4	1	5	0	3
COL20A1	0	0	4	4	4	0	2	0	0
CHRNA4	0	0	0	0	1	2	1	0	0
LOC100130587	0	0	0	0	0	0	0	0	0
KCNQ2	0	0	0	1	0	4	1	2	7
LOC105372724	0	0	0	0	0	0	0	0	0
LOC105372721	0	0	0	0	0	0	0	0	0
KCNQ2-AS1	0	0	0	0	0	0	1	0	0
EEF1A2	3	14	1	6	51	8	38	17	10
LOC105372725	0	1	1	3	0	8	7	5	2
LOC102723814	0	1	0	1	1	17	16	16	17
PPDPF	1462	2331	667	1339	973	3210	3420	2357	2813
PTK6	60	43	9	46	84	86	125	89	130
SRMS	0	7	2	2	9	12	14	5	15
FNDC11	0	15	3	14	30	27	11	26	12
HELZ2	5353	2529	9065	3256	6713	2042	2176	1158	6755
GMEB2	1130	1354	819	1548	1414	1528	984	659	1077
MHENCR	137	284	125	674	258	1143	589	1443	675
STMN3	116	400	162	819	491	1849	889	1863	1217
LOC105372726	0	1	0	5	1	10	10	5	1
RTEL1-TNFRSF6B	131	393	215	470	394	583	521	335	483
RTEL1	120	393	204	473	383	589	525	385	496
TNFRSF6B	21	22	25	44	50	53	51	55	49
ARFRP1	283	625	440	592	525	807	970	1286	787
ZGPAT	557	978	458	951	799	1275	1121	1161	1006
LIME1	218	1262	363	1748	1272	2313	523	4250	1370
SLC2A4RG	157	1197	563	1608	1180	2348	1862	1867	1365
ZBTB46	13	200	40	257	194	441	285	224	251
ZBTB46-AS1	1	0	2	0	3	1	2	3	3
C20orf181	0	0	0	0	0	0	0	0	0
ABHD16B	65	119	76	181	167	208	264	203	259
LOC112268269	64	133	65	112	129	123	154	44	134
TPD52L2	6735	6625	5642	6028	7011	2498	3037	1613	3808
DNAJC5	8137	7597	7501	8174	3533	3812	3906	1954	4374
MIR941-1	3	2	0	4	2	2	0	1	5
MIR941-2	2	1	0	2	2	2	0	1	3
MIR941-3	1	1	0	1	1	2	0	1	2
MIR941-4	1	1	0	1	1	1	0	0	1
MIR941-5	1	0	0	0	1	1	0	0	3
UCKL1	180	621	231	817	663	1311	960	794	1088
MIR1914	1	6	4	7	5	19	17	10	15
MIR647	1	18	1	18	6	34	23	16	17
UCKL1-AS1	32	94	79	141	160	124	85	119	121
ZNF512B	78	981	184	1015	451	1367	1160	506	855
SAMD10	18	318	44	335	140	509	1128	382	227
PRPF6	1186	2700	1284	2822	2211	3643	3842	3290	2605
C20orf204	1	12	6	47	17	22	28	150	14
TCEA2	103	220	223	254	257	382	440	408	303
SOX18	1	0	1	2	3	1	0	0	1
RGS19	10245	3013	3972	3643	3517	2183	902	1592	3211
MIR6813	9	9	7	4	7	3	3	5	3
OPRL1	412	72	126	223	159	147	43	124	273
LKAAEAR1	2	2	2	4	6	3	1	4	13
NPBWR2	0	2	0	0	0	2	0	2	0
LOC105372727	0	0	0	0	0	0	0	0	0
MYT1	1	0	0	1	2	1	0	5	1
PCMTD2	341	1456	512	1992	1204	3877	3083	1207	2263
LINC00266-1	25	19	19	25	16	23	20	16	15
LOC105379484	0	1	1	3	4	2	5	5	2
LOC102723996	22	1228	55	372	698	399	314	119	463
LOC105372832	2	14	9	16	15	15	13	16	16
CH507-9B2.8	2	14	14	39	58	37	10	11	97
LOC107987292	18	142	63	246	155	135	75	76	178
LOC101928576	3	115	23	115	83	144	41	63	192
LOC102724023	219	460	219	535	498	759	640	776	646
LOC102724159	176	643	146	487	337	726	420	390	396
LOC102724200	695	1333	844	2157	1122	1683	1548	580	1093
LINC01670	0	1	0	1	0	5	2	1	1
LOC105379488	0	0	0	0	0	0	0	0	0
LOC105379489	0	0	0	0	0	0	1	0	0
LOC102724219	7	3	14	23	9	21	55	12	6
LOC107987309	0	0	1	1	0	0	0	0	0
LOC102724334	267	60	105	40	71	61	25	34	50
LOC105379490	1	0	1	0	0	1	2	1	1
LOC102724354	0	0	0	0	0	1	2	0	1
LOC102724370	0	0	0	0	0	0	1	0	0
CH507-42P11.6	0	1	0	1	1	2	6	1	3
LOC107985506	1	0	0	0	0	0	1	2	0
LOC102724428	73	2144	258	1316	2041	4387	415	853	4162
LOC107987288	2	2	3	4	6	9	2	7	5
LOC107987289	1	3	2	8	18	7	2	2	15
LOC102724701	4	5	16	26	13	35	41	35	10
LOC105379491	0	0	0	0	0	0	1	0	0
LOC102724843	10	6	19	35	16	55	89	41	14
CH507-145C22.1	0	1	1	4	3	4	10	6	2
LOC107987290	1	0	2	1	2	5	2	3	0
LOC102724560	119	5	27	6	21	6	60	7	4
LOC102724594	1953	1833	1605	1808	2567	1485	1508	996	1493
LOC106780825	1	0	0	1	1	2	1	0	0
LOC102724652	0	0	0	1	1	0	0	0	0
LOC105379497	0	0	0	0	0	0	1	0	0
LOC110091777	5	8	6	6	8	9	18	5	6
MIR8069-1	0	0	0	0	0	0	0	0	0
LOC105379499	1	4	3	6	2	9	11	8	4
LOC105379501	0	0	0	0	0	0	1	0	0
LOC105379502	0	0	0	0	0	0	0	0	0
LOC105379503	0	0	0	0	0	0	0	0	0
LOC102724951	6	3	12	22	9	21	54	12	6
LOC107987308	0	0	0	1	0	0	1	0	0
LOC102723360	4	2	10	16	6	18	42	12	5
LOC102723553	52	73	51	118	116	202	270	183	140
LOC102723451	3	5	1	7	3	10	15	3	6
LOC105379504	124	8	64	10	2	13	25	7	11
LOC102723475	610	8	216	10	6	4	60	3	13
LOC105379505	15	1	12	3	3	1	2	0	2
MIR6724-1	0	0	0	0	3	0	0	0	0
RNA45SN2	31991	45908	56454	90099	138071	29334	26952	178166	57760
MIR3648-1	0	1	7	38	264	1	0	110	22
RNA18SN2	9586	19625	12058	18512	13258	7819	6953	15562	12299
RNA5-8SN2	10	24	42	131	1264	31	32	352	91
RNA28SN2	22323	26129	44104	70397	115063	21292	19763	158875	44613
LOC105379506	2	7	1	4	6	24	54	31	13
LOC107987293	5	8	1	6	4	14	316	25	8
CDC27P9	1	1	1	4	1	2	6	1	1
MIR6724-2	0	0	0	0	7	0	0	0	0
MIR6724-3	0	0	0	0	1	0	0	0	0
RNA45SN3	31864	49634	57535	88706	134577	28928	26599	161834	57279
RNA18SN3	13337	27546	20081	25638	18027	10896	9729	20860	16444
RNA5-8SN3	22	45	53	159	1436	60	55	471	108
RNA28SN3	18414	21864	37014	61376	103340	17702	16521	135736	39642
LOC112268284	3655	4241	6517	11713	19984	3510	3218	26326	7236
LOC105379508	5	17	1	10	15	55	124	89	36
CDC27P10	2	1	1	7	2	3	12	3	1
MIR6724-4	0	0	0	0	7	0	0	0	0
RNA45SN1	45414	89491	71423	95454	79257	36969	32950	93034	60713
MIR10396B	0	0	0	2	9	0	0	6	2
RNA18SN1	43203	86663	64660	84312	58908	34839	30930	70090	53953
RNA5-8SN1	3	6	3	15	201	12	12	51	13
RNA28SN1	2171	2760	6618	10557	16189	2019	1908	21008	6310
LOC105379507	7	22	2	15	21	88	198	119	49
LOC107987294	1	5	1	5	3	12	116	27	5
CDC27P11	5	6	2	13	4	7	195	11	3
LINC01666	2	0	0	0	2	0	1	0	1
MIR3648-2	0	1	9	63	390	1	1	175	34
MIR10396A	0	0	0	2	28	0	0	11	3
LOC101927615	0	0	0	0	0	0	1	0	0
TEKT4P2	6	67	27	46	166	25	72	115	64
LOC101930100	1	2	0	6	10	7	8	2	8
LOC101927345	1	0	0	1	5	3	2	1	6
NCOR1P4	1	2	1	0	1	0	1	0	1
LOC105379514	0	0	0	1	0	0	4	0	0
LOC105379513	0	0	0	0	0	0	0	0	0
LINC01667	0	0	0	0	0	0	0	0	0
LOC105372734	0	0	0	0	0	0	1	0	0
LOC105372733	10	5	7	5	4	6	7	4	5
BAGE2	8	33	14	34	28	10	6	2	6
LOC105378260	12	35	16	43	42	15	9	37	11
TPTE	1	1	2	2	2	4	2	2	2
ANKRD30BP2	0	0	0	0	0	0	1	1	0
MIR3156-3	0	0	0	0	0	0	0	0	0
LINC01674	0	0	0	0	0	1	0	0	0
POTED	0	0	0	0	0	0	0	0	0
MIR3118-1	0	0	0	0	0	0	0	0	0
LOC107985482	0	0	0	0	0	0	0	0	0
LOC112268283	0	0	0	0	0	0	0	0	0
MIR8069	0	0	0	0	0	0	0	0	0
CYP4F29P	0	20	6	260	233	133	28	259	52
LOC110091776	0	9	2	133	113	64	22	77	16
ANKRD20A11P	0	9	5	98	108	42	22	212	15
LOC105377134	1	6	4	16	13	13	28	14	7
LIPI	1	0	0	1	2	0	1	0	0
RBM11	71	80	62	53	68	176	140	49	48
ABCC13	2	0	10	2	9	1	5	0	0
HSPA13	816	2392	1836	2013	1872	1188	3050	668	803
LOC105369304	1	0	1	3	2	2	8	3	0
SAMSN1	61750	6825	34807	6563	8570	2542	4940	906	2381
SAMSN1-AS1	10	3	34	0	8	2	22	0	1
LOC388813	14	4	22	2	11	1	96	0	2
LOC105372738	0	0	0	0	0	0	0	0	0
LINC02246	54	43	93	71	66	102	38	61	120
NRIP1	662	4497	1266	2103	5650	1368	1815	497	2062
LOC107985483	0	0	0	0	0	0	0	0	0
LOC105369292	0	1	0	0	1	1	0	0	0
LOC101927745	0	1	2	1	4	7	20	4	12
LOC105369302	0	0	0	1	0	3	2	2	1
USP25	2935	3160	4019	3869	4791	2799	2511	887	3068
LOC112268281	0	0	0	0	0	0	0	0	0
MIR99AHG	0	1	1	1	6	6	9	2	3
SNORD74B	0	0	0	0	0	0	0	0	0
LOC112268282	0	0	0	0	0	1	0	0	0
MIR99A	0	0	0	0	0	0	0	0	0
MIRLET7C	0	0	0	0	0	0	0	0	0
MIR125B2	0	0	0	0	0	0	0	0	0
LOC105372740	0	0	0	0	0	0	0	0	0
LOC107985511	0	0	0	0	0	0	0	0	0
LINC01549	0	0	0	0	1	0	1	0	0
TRG-GCC1-5	0	0	1	0	6	0	0	2	3
CXADR	38	339	120	252	683	341	381	120	225
BTG3	73	417	224	358	1349	294	529	120	196
BTG3-AS1	8	25	20	36	183	18	39	11	11
LOC105372741	2	2	5	1	3	2	2	3	1
C21orf91-OT1	10	25	53	19	14	17	22	7	19
C21orf91	1125	1383	4947	1766	1792	1326	1581	465	926
CHODL	19	22	99	31	44	20	19	22	10
CHODL-AS1	1	0	0	0	0	3	1	2	0
LOC107987296	0	0	0	0	1	0	3	4	0
TMPRSS15	0	0	0	0	1	1	0	0	2
MIR548XHG	0	0	0	0	0	0	0	0	0
MIR548X	0	0	0	0	0	0	0	0	0
LOC107985490	0	0	0	0	0	0	0	0	0
LINC01683	0	0	0	0	0	0	0	1	0
LOC105372745	0	0	0	0	0	0	0	0	0
LINC02573	0	4	0	1	0	1	1	0	2
LINC00320	0	0	0	0	0	0	0	0	0
NCAM2	1	4	2	8	2	7	7	3	5
LINC00317	0	0	0	0	0	0	1	0	0
LINC01425	0	0	0	0	0	0	2	0	0
LINC01687	0	0	0	0	0	0	0	0	0
LINC00308	0	1	0	0	0	0	0	0	0
LOC107985508	0	0	0	0	0	0	0	0	0
LOC107985509	0	0	0	0	0	0	0	0	0
LOC107985494	0	0	0	0	1	0	0	0	0
MIR6130	0	0	0	0	0	0	0	0	0
D21S2088E	0	0	0	0	0	0	1	0	0
LOC105372747	0	0	0	0	0	0	2	0	0
LOC107985512	0	0	0	0	0	0	0	0	0
LOC105372749	0	0	0	0	0	0	0	0	0
LOC105372750	0	0	0	0	1	0	1	0	0
LINC01689	0	0	0	0	0	1	3	0	0
LINC01684	4	30	27	21	40	40	82	18	27
LINC01692	0	0	0	0	0	1	3	0	1
LOC107985516	0	0	0	0	0	0	0	0	0
LINC00158	0	4	0	4	4	3	57	1	2
LOC105372753	0	0	0	0	1	3	3	1	0
MIR155HG	22	300	118	220	330	115	2004	65	68
MIR155	0	9	1	4	3	6	70	1	3
LINC00515	0	3	0	1	16	7	9	4	1
MRPL39	65	357	94	313	311	373	477	265	206
JAM2	3	9	4	9	10	25	22	11	10
ATP5PF	1018	1127	908	851	899	930	1199	946	850
GABPA	1061	1793	981	1993	1005	1535	1640	521	1294
LOC105372757	0	0	0	0	0	0	0	0	0
LOC105372756	0	2	0	5	5	3	2	2	3
APP	4219	3989	4683	5374	2843	3331	1985	1040	3661
CYYR1-AS1	0	1	0	0	0	0	1	0	0
LOC105372758	0	0	0	0	0	0	0	0	0
LOC107985474	0	0	2	2	0	1	1	0	0
CYYR1	470	40	62	10	19	10	3	6	14
ADAMTS1	22	2	79	103	21	20	16	14	27
LOC105372760	0	0	0	0	0	0	0	0	0
ADAMTS5	0	4	2	19	16	13	2	16	10
MIR4759	0	0	0	0	0	0	0	0	0
LOC112268279	0	0	0	0	1	0	0	0	1
LOC112268280	0	0	0	0	0	0	0	0	0
LOC102724355	0	0	0	0	0	0	3	0	0
LOC105372759	1	0	0	0	0	0	1	0	0
LOC105372762	0	0	0	0	0	1	2	0	0
LINC01673	0	0	0	0	1	0	0	0	0
LINC00113	0	0	0	0	1	0	0	0	0
LINC00314	0	0	0	0	0	0	0	1	0
LINC01697	0	0	0	0	0	0	0	1	0
LINC01695	0	0	0	0	0	0	0	0	0
LOC102724420	0	0	0	0	5	2	1	1	3
LOC105372764	0	0	0	0	0	0	1	0	0
N6AMT1	22	86	43	132	161	244	284	124	175
LINC00161	0	0	0	2	2	7	17	1	8
LTN1	1319	1827	1736	2066	2127	1400	1556	418	1133
LOC105372766	1	1	0	3	6	2	0	0	0
RWDD2B	18	129	34	123	92	229	408	136	140
USP16	1331	3723	2512	3634	5615	2541	2958	2702	2090
CCT8	1598	4731	1833	4326	2581	3478	4896	2517	3252
MAP3K7CL	294	2469	2137	1925	803	5609	332	2833	5250
LOC105372767	1	8	16	6	7	10	2	13	57
LINC00189	16	91	75	29	42	15	9	2	32
LOC105369299	28	75	177	44	27	23	28	22	36
BACH1	10143	14442	35185	12347	15215	2935	2903	1051	7549
BACH1-IT2	6	30	126	28	30	8	8	12	14
LOC107985486	6	8	29	9	3	2	25	7	6
LOC105372770	0	3	0	3	3	3	4	9	4
BACH1-IT3	0	0	1	0	0	5	16	3	6
GRIK1	23	16	39	16	23	24	73	44	47
LOC105372768	3	4	15	9	12	9	15	8	11
GRIK1-AS2	8	14	8	9	8	12	40	11	15
GRIK1-AS1	1	0	1	0	7	0	3	2	4
CLDN17	0	0	0	0	0	0	0	0	0
LINC00307	0	0	0	0	0	0	0	0	0
CLDN8	0	0	0	0	0	0	0	0	0
KRTAP24-1	0	0	0	0	0	0	0	0	0
KRTAP25-1	0	0	0	0	0	0	0	0	0
KRTAP26-1	0	0	0	0	0	0	0	0	0
KRTAP27-1	0	0	0	0	0	0	1	0	0
KRTAP23-1	0	0	0	0	0	0	0	0	0
KRTAP13-2	0	0	0	0	0	0	0	0	0
MIR4327	0	0	0	0	0	0	0	0	0
LOC105372772	0	2	0	0	0	0	2	0	0
KRTAP13-1	0	0	0	0	0	0	0	0	0
KRTAP13-3	0	0	0	0	0	0	0	0	0
KRTAP13-4	0	0	0	0	0	0	0	0	0
KRTAP15-1	0	0	0	0	0	0	0	0	0
KRTAP19-1	0	0	0	0	0	0	0	0	0
KRTAP19-2	0	0	0	0	0	0	0	0	0
KRTAP19-3	0	0	0	0	0	0	0	0	0
KRTAP19-4	0	0	0	0	0	0	1	0	0
KRTAP19-5	0	0	0	0	0	0	0	0	0
KRTAP19-6	0	0	0	0	0	0	0	0	0
KRTAP19-7	0	0	0	0	0	0	0	0	0
KRTAP22-2	0	0	0	0	0	0	0	0	0
KRTAP6-3	0	0	0	0	0	0	2	0	0
KRTAP6-2	0	0	0	0	0	0	0	0	0
KRTAP22-1	0	0	0	0	0	0	0	0	0
KRTAP6-1	0	0	0	0	0	0	0	0	0
KRTAP20-1	0	0	0	0	0	0	0	0	0
KRTAP20-4	0	0	0	0	0	0	0	0	0
KRTAP20-2	0	0	0	0	0	0	0	0	0
KRTAP20-3	0	0	0	0	0	0	0	0	0
LOC105372773	0	0	0	0	0	0	0	0	0
KRTAP21-3	0	0	0	0	0	0	0	0	0
KRTAP21-2	0	0	0	0	0	0	0	0	0
KRTAP21-1	0	0	0	0	0	0	0	0	0
KRTAP8-1	0	0	0	0	0	0	0	0	0
KRTAP7-1	0	0	0	1	0	0	0	0	0
KRTAP11-1	0	0	0	0	0	0	0	0	0
LOC105372776	0	0	0	0	0	0	0	0	0
LOC105372775	0	0	0	0	0	0	1	0	0
LOC105372774	0	0	0	0	0	0	0	1	0
KRTAP19-8	0	0	0	0	0	0	0	0	0
TIAM1	106	1127	136	1275	1280	1974	1603	690	1459
