	GSM3001089	GSM3001090	GSM3001091	GSM3001092	GSM3001093	GSM3001094
ABCA9	831	1095	741	1416	1119	1196
ABCA9-AS1	15	27	22	28	26	32
ABCA6	8490	7136	6054	12700	8569	8819
MIR4524B	12	9	9	21	9	12
MIR4524A	6	5	4	10	4	7
ABCA10	470	323	230	198	218	231
PRO1804	105	48	45	47	35	32
ABCA5	6824	3837	3442	4001	3059	2990
LOC105371878	0	1	1	1	0	0
LOC105371879	0	1	2	0	0	0
MAP2K6	5492	2320	2753	2864	1242	1489
LOC105371880	37	9	13	14	6	17
LOC107985073	1	0	0	0	0	0
LINC01483	1	0	0	1	0	0
LINC01497	0	1	1	1	0	0
LOC105371881	0	0	0	1	0	0
LOC112267896	0	0	0	0	0	0
LINC01028	0	1	1	0	1	1
KCNJ16	9	3	6	10	5	4
LOC105371882	0	0	0	3	2	3
KCNJ2-AS1	20	20	14	30	22	19
KCNJ2	77	24	38	204	189	189
LOC105371884	0	0	0	0	0	0
CASC17	0	1	0	0	1	0
LOC107985015	0	1	0	0	0	0
ROCR	0	0	0	0	0	0
LINC01152	0	5	2	0	2	2
LOC102723517	0	0	0	1	0	0
SOX9-AS1	0	2	1	0	4	2
LINC02097	0	2	0	0	3	1
LOC107987249	0	1	1	0	1	1
SOX9	0	2	0	0	4	0
LINC02003	0	1	0	0	0	1
LINC00673	4	3	0	6	1	2
LINC00511	0	1	1	1	4	0
LOC107985006	0	1	0	0	2	1
LOC107985005	0	0	0	0	1	0
LOC105371887	183	116	104	164	139	124
SLC39A11	994	590	575	908	657	688
SSTR2	5	10	6	16	23	50
COG1	4132	2264	1998	3954	2144	2370
FAM104A	4598	2302	2301	4422	2453	2491
C17orf80	3594	2023	1947	3354	2012	2045
CPSF4L	116	80	74	108	74	70
CDC42EP4	540	432	475	708	528	576
SDK2	4	14	6	5	12	8
LOC101928251	0	2	2	0	2	1
LOC107985091	0	0	1	0	1	0
LOC100134391	0	0	0	1	1	1
LINC00469	0	1	1	1	1	0
LINC02092	0	4	0	0	3	1
LOC107985081	0	2	1	0	1	1
LOC105371888	0	4	1	0	0	0
LINC02074	0	5	1	2	7	0
RPL38	30005	25481	26024	30157	24545	25951
MGC16275	114	82	72	133	93	94
TTYH2	55	26	29	41	20	37
DNAI2	0	4	1	0	2	2
LOC105371891	0	0	0	0	0	0
KIF19	4	5	6	79	12	17
LOC107985078	0	2	1	2	1	1
BTBD17	0	4	1	0	7	1
GPR142	0	1	1	0	1	0
GPRC5C	6	21	16	5	28	18
CD300A	0	1	0	0	3	1
CD300LB	0	0	0	0	0	3
LOC107985074	0	1	0	0	1	0
CD300C	0	1	0	1	0	3
CD300H	0	0	0	0	0	2
CD300LD	0	1	0	0	0	1
CD300LD-AS1	0	4	0	0	5	0
LOC101928343	0	1	1	1	2	0
CD300E	1	5	1	1	5	8
LOC105371894	2	7	4	0	5	3
RAB37	38	38	55	33	29	27
CD300LF	0	1	1	0	1	0
SLC9A3R1-AS1	66	29	31	80	29	30
MIR3615	5	1	1	6	1	3
NHERF1	1275	629	630	1301	631	687
NAT9	2581	1570	1493	2164	1544	1563
TMEM104	1056	622	488	1210	585	636
GRIN2C	15	12	8	22	19	10
FDXR	2409	1013	1306	1931	973	1136
FADS6	1	3	2	0	5	4
USH1G	1	5	2	0	4	2
OTOP2	0	3	0	0	0	1
OTOP3	4	2	4	1	3	1
HID1	15524	11048	9925	10697	8448	9390
HID1-AS1	679	432	425	386	367	390
CDR2L	1008	621	652	1069	605	583
MRPL58	1566	832	891	1791	978	1044
KCTD2	3851	2651	2675	3454	2601	2742
TRR-CCT1-1	0	0	0	1	0	0
TRR-CCT2-1	2	1	3	5	1	1
TRR-TCG3-1	7	4	1	8	6	4
ATP5PD	9425	5410	5642	9123	5600	5718
SLC16A5	1285	621	632	975	452	525
ARMC7	1187	562	561	996	520	556
NT5C	1766	1148	1083	1360	983	1004
LOC107985034	1415	578	670	1496	633	710
JPT1	7151	2692	3073	7669	2937	3221
SUMO2	16169	10450	10606	15730	10198	10487
NUP85	4051	1934	2117	4712	2276	2320
GGA3	2838	1878	1655	3109	1781	2061
MRPS7	5804	2901	3236	6223	3372	3504
MIF4GD	1370	886	893	1083	800	809
MIF4GD-DT	152	70	75	174	95	72
SLC25A19	396	239	216	530	257	256
GRB2	11000	5632	5808	11036	6571	6436
MIR3678	0	0	0	0	1	0
TMEM94	4075	2646	2207	3577	1923	2297
MIR6785	5	4	3	3	2	2
CASKIN2	1578	1442	1278	1675	1290	1611
TSEN54	937	495	566	933	539	545
LOC107985023	94	57	62	88	60	58
LLGL2	1528	769	712	1014	611	675
MYO15B	1481	2101	1714	1167	2029	2440
RECQL5	1773	1104	1008	1742	1042	1317
SMIM5	128	86	68	126	69	98
SMIM6	57	22	38	39	21	29
LOC107985013	86	63	62	102	57	84
SAP30BP	5141	3570	3638	6192	4462	4736
ITGB4	1344	6618	5027	1840	5039	6116
GALK1	3122	1650	1806	3218	1872	1976
H3-3B	26309	12818	13315	39792	20411	21230
MIR4738	1	2	0	4	3	0
UNK	2024	1172	1058	2852	1431	1681
UNC13D	803	1030	1263	910	1125	1602
WBP2	3820	4448	3940	4252	3989	5005
TRIM47	3071	2790	2631	3086	3251	3276
TRIM65	3656	2228	2189	2736	1971	2036
MRPL38	3047	1508	1687	3543	1862	2032
FBF1	667	298	265	562	313	282
ACOX1	11498	6839	6521	7984	5195	5286
TEN1-CDK3	1094	785	729	873	774	813
TEN1	819	588	583	664	590	590
CDK3	256	189	133	189	173	206
EVPL	1	15	6	0	15	5
SRP68	4405	2533	2533	4776	2240	2714
GALR2	105	39	41	99	62	51
ZACN	1950	1200	1155	1970	1284	1302
EXOC7	17818	10076	9852	17835	11237	11355
MIR6868	2	1	1	1	2	1
LOC101928447	1	2	0	0	2	0
FOXJ1	1	9	2	6	8	1
RNF157-AS1	7	3	6	9	2	1
RNF157	61	19	18	61	17	21
LOC105371896	0	2	0	0	4	2
LOC107985019	2	1	2	2	1	3
UBALD2	1800	1245	1217	2021	1543	1628
QRICH2	2663	1554	1217	2051	1775	1866
PRPSAP1	11160	7172	6770	8128	6461	6608
SPHK1	15144	12402	12118	13108	14924	14966
UBE2O	2434	1519	1472	3414	1654	1999
AANAT	41	15	14	71	26	46
RHBDF2	2798	1764	1452	5053	2927	3380
CYGB	90	82	79	133	92	124
PRCD	99	73	60	124	73	80
SNHG16	16795	8504	9333	10405	6296	6205
SNORD1C	39	12	8	59	21	33
SNORD1B	7	3	3	6	7	6
SNORD1A	9	7	1	9	7	9
ST6GALNAC2	37	47	44	40	57	70
ST6GALNAC1	1	1	0	0	5	2
LOC105274304	59	21	20	44	25	17
MXRA7	16003	8237	8511	11406	7552	7714
JMJD6	2043	1204	1202	2308	1523	1607
METTL23	2086	1277	1242	1773	1253	1240
SRSF2	20638	7377	7575	22585	8418	9403
MIR636	84	43	52	121	56	53
MFSD11	5337	2789	2938	5095	2830	3139
LINC02080	8	5	6	7	4	7
LOC107985089	2	1	0	0	0	1
LINC00868	0	1	0	0	0	0
MGAT5B	22	17	9	20	13	14
LOC105371899	0	0	0	0	1	0
SNHG20	610	262	308	1028	427	499
SEC14L1	20927	11367	12347	30330	11909	15903
SCARNA16	1408	808	928	1168	844	770
MIR6516	1335	776	878	1073	802	736
LOC105371900	53	22	13	68	22	20
LOC105371901	57	26	31	99	41	39
LACAT1	4	7	2	1	3	3
SEPTIN9-DT	1	2	0	0	2	0
SEPTIN9	16226	15056	14572	13696	12665	13370
MIR4316	2	4	1	5	2	1
LOC112268199	108	111	73	61	79	96
LOC105371903	47	41	32	36	34	32
LOC400622	0	1	0	0	0	1
LOC100507351	0	3	1	0	0	1
LOC107985079	0	2	0	0	3	6
LINC01987	0	2	2	0	0	1
LOC105371908	0	1	1	0	0	1
LINC01973	1	4	0	0	4	2
LOC107985087	0	1	0	0	0	0
LOC105371909	0	1	0	0	0	0
TNRC6C	2714	2157	1846	2345	1623	1956
LOC107985010	33	15	11	30	17	10
TNRC6C-AS1	241	157	146	196	177	162
TMC6	3283	1741	1665	2681	1831	1914
TMC8	36	55	47	32	44	58
C17orf99	1	0	1	0	1	1
SYNGR2	5953	4341	4053	5272	4481	4771
TK1	5544	1126	1919	7020	1369	2158
LOC107985050	322	75	127	410	96	163
AFMID	3133	2199	2123	2458	1912	2077
BIRC5	8745	1447	2483	9362	1587	2090
TMEM235	60	119	99	50	95	89
LOC105371910	20	27	11	7	21	18
LINC01993	0	3	3	1	3	6
LOC105371912	42	24	24	44	26	24
SOCS3	1832	2709	2324	3638	7690	7417
SOCS3-DT	10	15	16	32	42	53
PGS1	4096	3087	2900	4138	3582	3763
DNAH17	323	326	302	290	377	397
LOC107985047	0	0	1	0	1	0
DNAH17-AS1	5	26	9	5	22	30
SCAT1	0	0	0	1	1	0
LOC112268196	899	509	514	1637	854	870
CYTH1	3488	2094	2035	6239	3202	3491
USP36	2522	1849	1546	2784	1798	1998
TIMP2	21268	33849	29984	18036	25653	27989
CEP295NL	170	152	120	170	114	172
LGALS3BP	122	112	125	5492	2471	3096
CANT1	8108	4646	4434	7651	4483	4611
C1QTNF1-AS1	72	18	13	42	15	18
C1QTNF1	2085	798	804	1824	1127	1208
ENGASE	1538	927	812	1395	928	1081
RBFOX3	17	7	10	15	18	14
MIR4739	0	0	0	0	0	0
LINC02078	1	7	0	1	3	3
ENPP7	1	5	0	4	4	3
CBX2	1156	666	663	1014	500	588
CBX8	478	227	209	336	228	244
LOC102723961	16	16	6	9	9	7
LINC01977	5	4	6	4	6	5
CBX4	1442	996	961	2139	1311	1429
LINC01979	2	11	7	3	9	1
LINC01978	3	1	1	1	1	4
TBC1D16	13901	11640	10817	14221	10992	11635
CCDC40	306	322	240	270	240	259
MIR1268B	0	0	0	0	0	0
GAA	2879	3939	3688	2408	3131	3650
EIF4A3	7541	4087	4051	9043	4556	4697
CARD14	155	106	89	142	82	110
SGSH	2000	1557	1333	2111	1092	1426
SLC26A11	1505	933	902	1218	727	914
RNF213	40942	27386	25232	391564	168105	204244
RNF213-AS1	742	499	440	6873	2968	3651
ENDOV	1202	835	806	809	658	691
MIR4730	7	1	4	3	2	2
NPTX1	32	13	22	34	23	19
RPTOR	2546	1862	1732	3439	1835	2195
LOC105371922	31	17	14	39	16	21
LOC107985021	49	37	26	62	28	35
LOC101928855	33	22	16	64	23	32
LOC107985022	11	8	4	9	7	1
LOC400627	49	38	29	47	26	28
CHMP6	2893	1446	1644	2502	1517	1613
LOC100129503	104	110	73	62	66	87
BAIAP2-DT	1583	1123	1225	1246	1009	1154
BAIAP2	3986	5478	4848	3497	4008	4390
LOC107987250	466	595	406	290	379	403
AATK	398	134	116	290	131	124
MIR657	2	3	0	1	2	0
MIR3065	0	0	0	1	1	0
MIR338	0	0	0	1	1	0
MIR1250	2	0	1	0	0	0
PVALEF	0	6	1	0	11	0
CEP131	875	434	459	797	337	459
TEPSIN	1182	676	590	1021	703	735
LOC105371925	274	165	145	239	175	194
NDUFAF8	2142	804	951	1351	663	733
SLC38A10	9846	5105	4971	9868	5101	5498
LINC00482	224	189	162	94	133	135
LOC112268186	130	59	65	75	62	52
LINC03048	33	18	16	76	44	42
BAHCC1	1154	651	680	1378	614	829
MIR4740	9	2	2	17	4	7
MIR3186	4	1	1	1	1	4
LOC105371926	27	6	8	33	13	16
LOC112268189	78	35	38	74	33	46
LINC01971	4	1	2	9	2	3
ACTG1	329119	213490	227049	231769	144333	167128
FSCN2	200	100	84	137	101	80
FAAP100	3765	2348	2346	3027	2152	2149
NPLOC4	16832	7608	7838	20963	9593	11083
TSPAN10	45	32	19	22	23	19
PDE6G	205	342	261	174	248	259
OXLD1	1411	881	839	1206	882	906
CCDC137	1770	1003	981	1957	1157	1194
ARL16	1547	948	961	1322	866	878
HGS	6322	3612	3627	8224	4261	4966
MIR6786	1	1	0	1	0	1
MRPL12	1773	741	748	2086	664	852
SLC25A10	1216	268	381	1332	268	319
LOC105371929	0	2	0	0	3	2
LOC105376789	0	3	2	0	7	5
GCGR	0	1	1	0	13	2
MCRIP1	6077	3987	3946	5248	4246	4224
PPP1R27	13	12	10	8	10	5
P4HB	106428	72840	71481	99230	74875	77989
ARHGDIA	16902	12492	11984	16395	10833	12436
ALYREF	5977	2292	2526	6703	2407	2563
ANAPC11	4060	1527	1787	3898	1625	1784
PCYT2	5401	2926	3024	6027	3083	3405
NPB	50	28	27	49	30	28
SIRT7	1050	607	593	1190	634	807
MAFG	5230	3118	2921	5731	3486	3798
MILIP	84	33	37	77	35	29
PYCR1	3119	1003	1147	2561	1049	1064
MYADML2	8	2	1	1	2	5
NOTUM	1	5	4	0	11	2
LOC105371939	4	3	2	0	2	4
ASPSCR1	1271	770	748	1204	749	842
CENPX	1430	499	603	1540	533	585
LRRC45	1169	505	563	1226	481	530
RAC3	889	424	487	643	345	368
DCXR	1811	896	1015	2030	980	1165
DCXR-DT	8	2	4	7	2	2
RFNG	1641	1209	1234	1372	1140	1283
GPS1	7822	4356	4578	7661	4211	4784
DUS1L	3268	1568	1720	3855	1963	2144
FASN	2457	2151	2254	6110	3679	5051
SNORD134	67	37	33	105	60	50
CCDC57	1218	674	647	1185	576	680
SLC16A3	8178	3196	3577	8754	4185	4451
MIR6787	1	2	4	2	3	3
CSNK1D	7158	4369	4352	8169	4172	5283
LINC01970	24	10	8	13	21	9
LOC107985059	0	7	2	0	2	0
CD7	3	8	4	97	76	95
SECTM1	68	115	91	6743	3449	3911
TEX19	4	2	1	7	5	2
UTS2R	0	0	1	0	5	1
OGFOD3	2696	1508	1468	3121	1671	1872
HEXD	1046	626	575	2110	1240	1463
CYBC1	3769	2555	2506	4266	2782	3023
NARF-AS2	64	46	43	52	38	34
NARF	10256	8795	8454	7359	8058	8345
TRX-CAT1-8	1	5	3	4	3	2
FOXK2	5333	3637	3533	5618	3825	4012
LOC105371942	169	105	103	179	126	133
WDR45B	9250	5302	5302	9001	5823	5925
RAB40B	743	456	466	281	285	266
MIR4525	0	1	1	0	1	0
LOC105376791	0	6	0	0	2	1
LOC101929552	1	6	0	1	4	3
FN3KRP	2669	1255	1275	2734	1022	1171
FN3K	89	93	72	83	55	72
TBCD	7118	4211	4024	6194	3242	3817
ZNF750	43	36	36	38	26	29
B3GNTL1	845	470	453	682	449	515
METRNL	3039	2554	2211	2022	2049	1963
LOC107987251	142	66	64	44	39	44
LOC101930496	52	33	26	27	42	37
LOC101929650	4	4	1	6	1	2
LOC105371948	10	0	2	8	1	5
LOC100505909	5	3	3	4	3	2
RPL23AP87	196	121	106	159	100	114
MGC70870	147	146	116	164	115	166
LOC105379279	1	3	4	2	1	1
LOC105379280	1072	406	387	1091	364	434
LOC105379281	0	0	0	0	0	0
LINC02564	0	1	0	0	1	1
LOC105371950	0	1	1	0	1	0
TUBB8B	2	0	1	3	3	1
ROCK1P1	1041	467	417	893	426	413
MIR8078	0	2	2	0	4	0
LOC105371951	0	1	0	0	0	4
USP14	4888	2260	2271	5609	2362	2626
THOC1	3294	1702	1582	3133	1616	1671
COLEC12	26977	15769	14255	14274	10857	10329
LOC107985155	211	66	43	92	26	36
LINC01925	7	5	2	4	3	0
CETN1	0	0	0	1	0	1
CLUL1	113	64	58	50	29	34
LOC105371952	9	4	3	1	3	2
TYMSOS	163	61	81	218	49	66
TYMS	2206	716	1002	2531	475	800
ENOSF1	5131	3420	3438	4410	2663	3046
YES1	23434	17857	16799	23126	18851	17087
ADCYAP1	3	4	1	13	9	13
LINC01904	0	0	0	0	0	0
LOC107985165	1	0	0	1	0	1
LOC105371953	32	24	30	35	21	37
LINC00470	24	10	6	18	15	9
LOC105371954	14	5	5	6	1	10
LOC105371960	0	0	0	0	0	0
LOC105371959	0	1	0	0	1	0
LOC105371958	0	0	0	0	1	0
LOC105371957	1	2	0	1	0	2
LOC105371956	0	2	0	7	0	1
LOC105371961	0	1	0	0	0	0
METTL4	3730	1321	1273	3401	1621	1604
NDC80	2889	475	863	4385	689	899
CBX3P2	34	32	32	74	58	65
SMCHD1	12355	7743	7114	31844	19311	19805
EMILIN2	503	259	207	522	208	263
LPIN2	10636	6492	5971	8797	5970	6080
CHORDC1P4	389	154	117	398	141	158
LOC105371963	51	18	10	43	20	29
MYOM1	2181	406	425	894	271	272
LOC101927044	15	8	8	12	11	12
MYL12A	69394	32635	34438	90025	45234	47938
MYL12-AS1	13478	7908	8121	16149	10065	10974
MYL12B	105455	42395	44816	99905	45706	48329
LINC01895	0	0	0	0	0	0
TGIF1	5001	3169	2967	4824	3466	3462
LOC105371965	39	26	23	27	25	21
GAPLINC	10	2	3	16	6	3
DLGAP1	143	34	44	123	48	42
DLGAP1-AS1	1785	746	706	1126	676	638
DLGAP1-AS2	794	249	329	430	245	249
LOC105371967	11	10	9	30	19	16
LOC107985137	15	3	2	6	4	1
DLGAP1-AS3	4	0	0	2	0	2
MIR6718	0	0	0	1	0	0
DLGAP1-AS4	3	1	0	1	0	0
DLGAP1-AS5	24	5	1	27	6	6
LOC105371968	0	2	0	0	0	0
LINC01892	0	0	0	1	0	1
AKAIN1	1	3	0	0	1	2
LINC00526	41	40	41	33	37	46
LINC00667	1927	1382	1398	1611	1191	1337
ZBTB14	2696	1874	1778	2020	1638	1625
LOC107985144	0	1	1	1	1	1
LOC105371970	2	2	5	3	7	3
EPB41L3	5536	3352	3145	8940	4407	4378
LOC107985145	4	8	4	7	5	5
LOC100286986	1	2	3	8	3	3
MIR3976HG	0	0	0	0	2	1
MIR3976	0	0	0	0	0	0
TMEM200C	2	9	3	2	12	10
L3MBTL4	1198	402	344	1290	565	509
L3MBTL4-AS1	22	5	1	11	9	10
MIR4317	2	2	2	0	0	1
LINC01387	0	0	0	0	0	0
LOC105371972	2	0	1	0	0	0
LOC107985176	0	2	0	1	0	3
ARHGAP28-AS1	21	9	6	12	8	4
ARHGAP28	4621	1430	1317	2815	790	845
LINC00668	2	1	1	0	6	1
LAMA1	22	16	6	146	75	99
LOC101927188	1	2	2	1	2	2
LRRC30	0	1	0	0	0	0
LOC105371973	0	0	0	0	0	2
LOC105371974	0	2	0	1	0	1
LOC105371975	0	0	0	1	1	0
LOC112577592	1	0	0	1	1	0
LOC105371976	5	6	8	9	4	8
PTPRM	19480	18457	15236	18310	20013	20093
LOC107985119	139	61	35	119	63	64
LOC100192426	27	19	17	37	15	21
RAB12	4606	2639	2519	5268	3275	3313
GACAT2	5	7	3	5	7	9
MTCL1	2824	1861	1756	2522	1973	2205
NDUFV2	9931	4799	5019	12276	5923	6386
NDUFV2-AS1	109	73	45	77	52	80
ANKRD12	11757	7141	6067	10933	6986	6422
LOC107985188	59	50	30	56	33	36
TWSG1-DT	177	167	140	118	110	117
TWSG1	14027	7655	7475	14024	7545	7792
LOC105371980	9	8	2	11	6	4
RALBP1	14191	9009	8897	12192	8708	8836
PPP4R1	24570	11486	11507	19279	10158	10492
PPP4R1-AS1	65	34	38	38	34	33
LINC02856	0	0	0	0	0	0
RAB31	6273	5875	5501	5249	4816	4869
LOC105371981	30	41	27	40	24	36
TXNDC2	3	2	2	1	7	3
LOC105371982	1	4	2	1	1	2
VAPA	16586	9166	9039	14038	8793	8799
LOC105371983	0	1	0	0	1	0
LOC105371984	0	1	0	0	0	2
LOC105371985	0	0	0	0	0	0
LOC105371986	1	4	2	0	5	1
LOC105371989	0	0	0	0	1	0
LOC105371988	0	1	4	0	3	1
LINC01254	0	0	0	0	1	1
APCDD1	1	3	1	1	5	2
NAPG	5613	2972	2746	5504	3315	3292
LOC105371990	10	2	5	1	6	4
LINC01887	4	1	1	14	6	3
LOC107987262	0	0	0	0	0	0
LOC101927410	49	39	21	31	22	19
PIEZO2	34318	30011	25204	21365	25577	24864
MIR6788	3	2	1	1	1	2
LOC105371992	12	10	2	8	9	8
LOC105371993	1	2	1	0	0	0
LOC105371995	0	0	0	0	0	0
LOC107985173	0	2	0	0	1	3
LINC01928	0	0	0	0	0	2
LINC01255	0	2	0	0	2	0
SLC35G4	1	1	0	0	1	0
MIR7153	0	1	0	0	0	0
GNAL	388	291	248	427	302	298
CHMP1B	8222	5266	5175	7007	5662	5363
MPPE1	1376	976	966	1519	1075	1110
LOC101927511	21	14	14	16	11	13
IMPA2	539	242	310	395	174	212
ANKRD62	1	3	0	2	3	0
C18orf61	8	0	2	12	4	3
CIDEA	2	3	0	1	1	2
LOC105371996	0	0	0	0	1	0
TUBB6	40501	21157	22496	43706	22141	23554
AFG3L2	7803	4692	4824	7477	4578	4572
LOC107985154	338	200	207	359	207	217
PRELID3A	160	80	102	161	94	98
LOC105371998	179	113	92	183	128	110
SPIRE1	4983	2771	2539	4981	2970	2927
PSMG2	6066	3289	3468	7456	3916	4016
CEP76	1471	797	765	1612	889	865
LINC01882	0	0	0	1	0	1
PTPN2	2828	1818	1797	4330	3350	3238
SEH1L	5093	2076	2084	5011	2431	2486
CEP192	9772	4893	4546	8904	4378	4525
LDLRAD4	2750	2483	1961	1604	1497	1426
C18orf15	6	5	4	6	5	3
LDLRAD4-AS1	93	173	156	22	60	77
MIR5190	6	2	6	3	2	1
LOC107985120	102	62	53	58	43	51
LOC102724615	48	27	15	23	18	21
MIR4526	0	1	0	0	0	0
FAM210A	2449	1326	1248	2199	1348	1301
RNMT	11373	4713	4471	8057	4198	4145
MC5R	0	1	0	2	1	0
MC2R	0	1	1	0	3	0
ZNF519	430	234	185	469	162	180
ANKRD20A5P	1	2	1	1	3	5
CYP4F35P	1	0	0	0	2	1
LOC105372003	0	4	0	0	4	2
CXADRP3	24	2	4	10	1	1
POTEC	0	3	1	0	2	1
LOC105372004	1	1	0	1	0	0
LOC105372006	0	0	0	0	0	0
LOC105372005	0	1	0	0	0	0
LOC105372007	0	1	0	1	0	0
ANKRD30B	2	1	1	6	6	1
LOC105372008	0	0	0	0	0	0
MIR3156-2	0	0	0	0	0	0
LINC01906	15	1	1	4	3	0
LOC105372010	0	0	0	1	1	0
LINC01443	292	189	153	83	62	90
LINC01444	188	131	70	70	39	57
LOC644669	0	0	0	1	0	0
ROCK1	17288	9549	9158	14844	8729	9016
LOC107985161	0	1	0	0	0	0
GREB1L-DT	11	5	6	6	0	2
GREB1L	1735	570	487	992	398	412
LOC101927521	16	6	7	9	4	5
ESCO1	4351	2309	2222	4412	2543	2506
SNRPD1	4945	2174	2379	5982	2449	2678
ABHD3	755	357	320	1066	518	487
MIR320C1	1	0	0	1	1	1
LOC105376866	8	4	3	6	2	1
MIB1	21291	9352	9132	15672	9031	8559
MIR133A1HG	222	78	66	183	102	77
MIR133A1	6	2	1	5	4	3
MIR1-2	5	2	2	4	4	3
LOC105372016	0	1	2	3	2	0
LINC01900	0	2	0	0	0	0
GATA6-AS1	5	8	5	14	11	13
GATA6	86	69	55	163	111	111
LOC105372017	0	0	0	0	0	0
LOC105372018	0	2	1	0	0	0
LOC101927548	0	0	0	0	0	0
LOC105372019	0	2	3	2	6	1
CTAGE1	17	8	1	19	4	4
LOC101927571	9	8	1	7	6	7
RBBP8	3114	2065	1999	3199	2079	1916
MIR4741	16	10	13	15	11	15
CABLES1	5420	5281	4743	3992	3708	3831
TMEM241	1249	619	571	1088	556	658
RIOK3	9550	8200	7709	8580	8067	7649
RMC1	3153	1817	1736	3497	2191	2227
NPC1	6007	4361	4035	6955	5171	5425
ANKRD29	1006	502	449	669	522	622
LAMA3	4005	2515	2055	2645	2106	2176
LOC107985181	4	6	1	2	4	3
LINC02958	1	0	0	0	0	1
TTC39C	105	63	57	58	50	49
TTC39C-AS1	1	4	0	0	1	0
LOC112268213	1	4	1	5	1	3
CABYR	246	85	115	225	96	118
OSBPL1A	2248	1854	1713	1853	1606	1485
MIR320C2	0	0	0	0	0	1
IMPACT	4025	2746	2601	3514	2504	2430
HRH4	4	3	0	4	5	3
LOC105372026	0	4	3	0	3	3
LINC01915	4	6	3	48	11	23
LOC105372027	0	2	2	7	3	1
LOC105372028	0	0	0	0	0	0
LOC105372029	0	0	0	0	1	0
LINC01894	7	3	4	7	8	7
LOC107985141	14	16	4	13	9	15
ZNF521	36573	28341	24516	26611	22269	21573
LOC107987256	475	348	243	317	162	231
LOC105372031	1173	534	350	811	357	439
SS18	9125	5069	4695	9468	5924	5833
PSMA8	0	0	2	0	0	0
TAF4B	164	128	112	328	251	234
LOC105372034	0	0	0	0	1	0
LOC107985142	1	0	0	0	1	0
LINC01543	0	0	0	0	0	0
KCTD1	485	377	352	706	432	445
MIR8057	0	0	0	0	0	0
LOC102725227	5	10	3	4	7	2
PCAT18	0	2	0	0	0	0
LOC105372035	0	0	0	0	2	0
AQP4	0	1	0	0	2	0
AQP4-AS1	2	1	1	4	1	0
CHST9	0	5	3	1	8	3
LOC105372036	0	2	1	1	5	1
LOC107985143	0	0	0	0	1	0
LINC01908	0	2	0	0	0	0
LOC105372038	0	0	0	0	0	2
LOC105372040	0	0	0	0	2	0
LOC105372041	0	3	1	0	0	0
LOC107985126	0	0	0	0	1	0
LOC105372042	0	1	1	0	2	0
CDH2	153	91	104	132	76	116
LOC105372043	0	1	0	0	0	0
LOC105372044	0	2	0	2	1	0
LOC105372045	0	0	1	0	1	0
MIR302F	0	0	0	0	0	0
LOC105372046	0	0	0	0	0	0
LOC105372047	0	0	0	0	2	0
DSC3	7	11	15	4	11	8
DSC2	14	17	18	4	12	7
DSCAS	0	1	0	0	1	1
DSC1	1	2	0	0	2	0
LOC105372049	0	3	0	0	1	0
DSG1	1	4	1	1	3	1
DSG1-AS1	1	0	0	0	0	0
DSG4	0	3	0	0	1	0
DSG3	0	4	0	0	2	1
DSG2	82	130	121	48	62	71
DSG2-AS1	2	6	5	0	4	4
TTR	0	1	1	0	0	0
B4GALT6	1845	935	934	1974	1047	1093
SLC25A52	233	116	95	144	70	80
TRAPPC8	11514	6370	5950	10578	6304	6115
RNF125	1710	1779	1568	523	965	934
RNF138	3687	2021	2053	5753	2825	2953
MEP1B	3	3	1	14	8	2
GAREM1	24	14	19	147	91	88
WBP11P1	22	4	5	25	3	4
KLHL14	220	492	414	75	237	207
LOC112268208	9	19	16	2	9	6
LOC105372055	19	34	18	8	14	9
LOC105372058	0	0	0	0	1	1
LOC107985186	0	0	0	0	0	0
CCDC178	11	2	2	1	0	0
LOC105372059	0	0	0	0	0	0
ASXL3	24	10	3	6	10	6
LOC107985157	0	0	0	0	1	0
NOL4	1	3	1	3	4	2
DTNA	29	12	6	38	9	7
LOC105372061	2	3	0	3	2	0
MAPRE2	10200	4838	4813	8153	4133	4351
ZNF397	2608	2343	1952	2007	1882	1929
ZSCAN30	880	715	598	817	623	643
ZNF271P	2863	2151	1948	2523	1917	1727
LOC107985139	1032	489	558	1159	723	684
ZNF24	11481	5515	5315	12169	7104	6826
ZNF396	133	174	135	108	145	137
LOC105372063	41	21	22	36	27	35
INO80C	1353	532	493	1385	535	522
MIR3975	30	14	16	33	7	18
GALNT1	53377	34620	31010	45879	34593	31816
LOC105372065	210	133	91	192	99	119
LOC105372064	1004	740	633	938	725	651
MIR187	0	0	1	0	0	0
MIR3929	0	0	0	0	0	0
LOC105372066	6	8	4	4	6	11
C18orf21	1301	766	772	1452	933	978
RPRD1A	9508	4597	4495	9714	5479	5400
SLC39A6	2683	1431	1223	3269	1725	1669
ELP2	7296	5297	5071	5979	4404	4559
COSMOC	69	36	33	91	40	43
MOCOS	113	41	48	402	100	158
FHOD3	92	55	50	54	33	47
LOC105372071	0	0	0	0	0	1
TPGS2	14403	8196	7600	11257	6557	6457
KIAA1328	820	515	531	827	514	522
LOC105372069	12	4	1	11	5	2
CELF4	7	13	5	7	6	8
LOC105372068	0	0	0	0	1	1
SNORA111	0	1	0	0	1	0
LOC107985118	0	2	0	0	3	0
MIR4318	0	0	0	0	0	0
LOC102724417	0	0	0	0	2	0
