title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	treatment_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	sample day:ch1	subject id:ch1	tissue:ch1	series_id
WB, Day 44, PID 6	GSM2737952	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 6 at Day 44	Homo sapiens	tissue: Whole Blood (WB)	subject id: 6	sample day: D44	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 14 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737952/suppl/GSM2737952__52001900930890123014418971279965.CEL.gz	54675	D44	6	Whole Blood (WB)	GSE102459
WB, Day 40, PID 11	GSM2737953	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 11 at Day 40	Homo sapiens	tissue: Whole Blood (WB)	subject id: 11	sample day: D40	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 10 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737953/suppl/GSM2737953__52001900930890123014418971279972.CEL.gz	54675	D40	11	Whole Blood (WB)	GSE102459
WB, Day 31, PID 4	GSM2737954	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 4 at Day 31	Homo sapiens	tissue: Whole Blood (WB)	subject id: 4	sample day: D31	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 1 day after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737954/suppl/GSM2737954__52001900930890123014418971279979.CEL.gz	54675	D31	4	Whole Blood (WB)	GSE102459
WB, Day 31, PID 8	GSM2737955	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 8 at Day 31	Homo sapiens	tissue: Whole Blood (WB)	subject id: 8	sample day: D31	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 1 day after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737955/suppl/GSM2737955__52001900930891123014418971280031.CEL.gz	54675	D31	8	Whole Blood (WB)	GSE102459
WB, Day 0, PID 8	GSM2737956	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 8 at Day 0	Homo sapiens	tissue: Whole Blood (WB)	subject id: 8	sample day: D0	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737956/suppl/GSM2737956__52001900930891123014418971280053.CEL.gz	54675	D0	8	Whole Blood (WB)	GSE102459
WB, Day 30, PID 4	GSM2737957	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 4 at Day 30	Homo sapiens	tissue: Whole Blood (WB)	subject id: 4	sample day: D30	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, Day of 2nd vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737957/suppl/GSM2737957__52001900930891123014418971280055.CEL.gz	54675	D30	4	Whole Blood (WB)	GSE102459
WB, Day 47, PID 9	GSM2737958	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 9 at Day 47	Homo sapiens	tissue: Whole Blood (WB)	subject id: 9	sample day: D47	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 17 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737958/suppl/GSM2737958__52001900930892123014418971280121.CEL.gz	54675	D47	9	Whole Blood (WB)	GSE102459
WB, Day 30, PID 14	GSM2737959	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 14 at Day 30	Homo sapiens	tissue: Whole Blood (WB)	subject id: 14	sample day: D30	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, Day of 2nd vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737959/suppl/GSM2737959__52001900930893123014418971280135.CEL.gz	54675	D30	14	Whole Blood (WB)	GSE102459
WB, Day 0, PID 4	GSM2737960	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 4 at Day 0	Homo sapiens	tissue: Whole Blood (WB)	subject id: 4	sample day: D0	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737960/suppl/GSM2737960__52001900930893123014418971280146.CEL.gz	54675	D0	4	Whole Blood (WB)	GSE102459
WB, Day 47, PID 11	GSM2737961	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 11 at Day 47	Homo sapiens	tissue: Whole Blood (WB)	subject id: 11	sample day: D47	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 17 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737961/suppl/GSM2737961__52001900930893123014418971280154.CEL.gz	54675	D47	11	Whole Blood (WB)	GSE102459
WB, Day 0, PID 11	GSM2737962	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 11 at Day 0	Homo sapiens	tissue: Whole Blood (WB)	subject id: 11	sample day: D0	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737962/suppl/GSM2737962__52001900930893123014418971280175.CEL.gz	54675	D0	11	Whole Blood (WB)	GSE102459
WB, Day 40, PID 16	GSM2737963	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 16 at Day 40	Homo sapiens	tissue: Whole Blood (WB)	subject id: 16	sample day: D40	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 10 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737963/suppl/GSM2737963__52001900930835122914418970879390.CEL.gz	54675	D40	16	Whole Blood (WB)	GSE102459
WB, Day 40, PID 4	GSM2737964	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 4 at Day 40	Homo sapiens	tissue: Whole Blood (WB)	subject id: 4	sample day: D40	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 10 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737964/suppl/GSM2737964__52001900930837122914418970879545.CEL.gz	54675	D40	4	Whole Blood (WB)	GSE102459
