Description	dn_aggregated_RNAseq_0.8	dn_aggregated_RNAseq_DE	dn_aggregated_RNAseq	GSE100897_MTB_control_24h_THP-1	GSE100897_MTB_control_6h_THP-1	GSE110564_MTB_control_blood_lymphatic_endothelial_cell	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE132283_MTB_control_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_control_blood_monocytes	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_48h_blood_THP-1	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_BALF_alveolar_macrophage	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_control_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood
melanosome organization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004160887656033287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
membrane assembly	NA	NA	NA	NA	NA	NA	0.007272727272727273	0.007272727272727273	0.007272727272727273	0.007272727272727273	0.007272727272727273	0.007272727272727273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
membrane biogenesis	NA	NA	NA	NA	NA	NA	0.007933884297520661	0.007933884297520661	0.007933884297520661	0.007933884297520661	0.007933884297520661	0.007933884297520661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
membrane depolarization	0.02577319587628866	0.010149253731343283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
membrane docking	NA	NA	NA	NA	NA	NA	0.009917355371900827	0.009917355371900827	0.009917355371900827	0.009917355371900827	0.009917355371900827	0.009917355371900827	NA	NA	NA	NA	NA	NA	0.008475882262290029	NA	NA	0.008177952240758913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
membrane fission	NA	NA	NA	NA	NA	NA	0.005619834710743801	0.005619834710743801	0.005619834710743801	0.005619834710743801	0.005619834710743801	0.005619834710743801	NA	NA	NA	NA	NA	NA	0.004777315456927107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
membrane fusion	NA	NA	NA	NA	NA	NA	0.016859504132231404	0.016859504132231404	0.016859504132231404	0.016859504132231404	0.016859504132231404	0.016859504132231404	NA	NA	NA	NA	NA	NA	0.01571890892279242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
membrane invagination	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0064313490876458275	NA	NA	0.006010171058714748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
membrane lipid catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004623208506703652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
membrane protein proteolysis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005856064108491293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mesenchymal cell migration	NA	0.010746268656716417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mesenchymal to epithelial transition	NA	0.003582089552238806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
metallo-sulfur cluster assembly	NA	NA	NA	0.0031498425078746064	0.0031498425078746064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0036985668053629217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00323670137911624	NA	NA
metanephric nephron development	NA	NA	0.030927835051546393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
metanephric nephron epithelium development	NA	NA	0.020618556701030927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
metanephric nephron morphogenesis	NA	0.00417910447761194	0.020618556701030927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
metanephric nephron tubule development	NA	NA	0.020618556701030927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
metanephric tubule development	NA	NA	0.020618556701030927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
metanephros development	0.030927835051546393	0.011343283582089553	0.05154639175257732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
metaphase chromosome alignment	NA	NA	NA	0.010949452527373631	0.010949452527373631	0.009216008079787905	NA	NA	NA	NA	NA	NA	NA	NA	0.010659357393025735	0.008973975471133712	NA	0.009268454154253558	NA	NA	NA	0.009486424599280341	NA	NA	0.008921438082556592	0.008921438082556592	NA	NA	NA	NA	NA	NA
metaphase/anaphase transition of cell cycle	NA	NA	NA	0.01064946752662367	0.01064946752662367	0.008332281277616463	NA	NA	NA	NA	NA	NA	NA	NA	0.0109639104613979	0.008824409213281485	NA	0.009764978483945714	NA	NA	NA	0.010140660778541054	NA	NA	0.009320905459387484	0.009320905459387484	NA	NA	NA	NA	NA	NA
metaphase/anaphase transition of mitotic cell cycle	NA	NA	NA	0.010499475026248688	0.010499475026248688	0.008332281277616463	NA	NA	NA	NA	NA	NA	NA	0.008537549407114625	0.0109639104613979	0.008674842955429255	NA	0.009764978483945714	NA	NA	NA	0.010140660778541054	NA	NA	0.009320905459387484	0.009320905459387484	NA	NA	NA	NA	NA	NA
MHC protein complex assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0024657112035752814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
microautophagy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0026198181537987362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
microglia differentiation	0.015463917525773196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
microglial cell activation	NA	0.008955223880597015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
microglial cell migration	NA	0.0023880597014925373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
microtubule bundle formation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.013685789276340458	NA	NA	NA	NA	NA	NA	NA	NA
microtubule cytoskeleton organization involved in mitosis	NA	NA	NA	0.016349182540872958	0.016349182540872958	0.01426587552076758	NA	NA	NA	NA	NA	NA	NA	NA	0.014313994213491702	0.013909661980257254	NA	0.013571665011585568	NA	NA	NA	NA	NA	NA	0.014247669773635153	0.014247669773635153	NA	NA	NA	NA	NA	NA
microtubule depolymerization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005070330389270527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
microtubule nucleation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004527296937416778	0.004527296937416778	NA	NA	NA	NA	NA	NA
microtubule organizing center localization	NA	NA	NA	0.0034498275086245686	0.0034498275086245686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
microtubule organizing center organization	NA	NA	NA	0.012599370031498426	0.012599370031498426	NA	NA	NA	NA	NA	NA	NA	NA	0.0124901185770751	0.012486675803258717	NA	NA	NA	NA	NA	NA	0.013411841674844618	NA	NA	0.012250332889480693	0.012250332889480693	NA	NA	NA	NA	NA	0.013564078578110383
microtubule polymerization or depolymerization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01187756966651439	NA	NA	NA	NA	NA	NA	0.011939810271508014	NA	NA	0.011451398135818908	0.011451398135818908	0.011763018218333095	0.011763018218333095	NA	NA	NA	NA
middle ear morphogenesis	NA	NA	0.020618556701030927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miRNA metabolic process	0.05670103092783505	0.014328358208955224	0.041237113402061855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miRNA transcription	0.05670103092783505	0.01253731343283582	0.041237113402061855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mismatch repair	NA	NA	NA	0.0034498275086245686	0.0034498275086245686	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003654636820465966	NA	NA	0.003806686527639854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitochondrial ATP synthesis coupled electron transport	NA	NA	NA	0.010049497525123744	0.010049497525123744	NA	0.012892561983471074	0.012892561983471074	0.012892561983471074	0.012892561983471074	0.012892561983471074	0.012892561983471074	NA	0.009486166007905139	NA	NA	NA	NA	0.01155802126675913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0106951871657754	NA	NA
mitochondrial cytochrome c oxidase assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003236245954692557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitochondrial depolarization	0.020618556701030927	0.00417910447761194	0.020618556701030927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitochondrial electron transport, NADH to ubiquinone	NA	NA	NA	0.005249737513124344	0.005249737513124344	NA	0.006942148760330578	0.006942148760330578	0.006942148760330578	0.006942148760330578	0.006942148760330578	0.006942148760330578	NA	0.005849802371541502	NA	NA	NA	NA	0.006472491909385114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005769772023641992	NA	NA
mitochondrial electron transport, ubiquinol to cytochrome c	NA	NA	NA	0.0016499175041247937	0.0016499175041247937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0016951764524580058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitochondrial fission	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004160887656033287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitochondrial fusion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0036985668053629217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitochondrial gene expression	NA	NA	NA	0.01814909254537273	0.01814909254537273	NA	0.017520661157024792	0.017520661157024792	0.017520661157024792	0.017520661157024792	0.017520661157024792	0.017520661157024792	NA	0.01517786561264822	NA	NA	0.01589067217543302	0.014399205561072492	0.016643550624133148	0.015064057440518091	NA	NA	0.015746971736204575	NA	NA	NA	NA	NA	NA	0.017872220658598368	NA	NA
mitochondrial membrane organization	NA	NA	0.041237113402061855	0.010199490025498725	0.010199490025498725	NA	0.011900826446280991	0.011900826446280991	0.011900826446280991	0.011900826446280991	0.011900826446280991	0.011900826446280991	NA	NA	NA	NA	NA	NA	0.012482662968099861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009991556431184915	NA	NA
mitochondrial outer membrane permeabilization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003544459855139467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitochondrial outer membrane permeabilization involved in programmed cell death	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004006780705809832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitochondrial proton-transporting ATP synthase complex assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0013240648791790798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitochondrial respirasome assembly	NA	NA	NA	0.011399430028498575	0.011399430028498575	NA	0.013884297520661157	0.013884297520661157	0.013884297520661157	0.013884297520661157	0.013884297520661157	0.013884297520661157	NA	0.012015810276679842	NA	0.009721806760394854	NA	0.010592519033432638	0.014331946370781322	0.010558918766718288	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01294680551646496	NA	NA
mitochondrial respiratory chain complex assembly	NA	NA	NA	0.011099445027748612	0.011099445027748612	0.008458527963640954	0.011900826446280991	0.011900826446280991	0.011900826446280991	0.011900826446280991	0.011900826446280991	0.011900826446280991	NA	0.011383399209486165	NA	0.008824409213281485	NA	0.009764978483945714	0.013253197719217137	0.010136562016049556	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.012102448634956376	NA	NA
mitochondrial respiratory chain complex I assembly	NA	NA	NA	0.006599670016499175	0.006599670016499175	NA	0.008925619834710744	0.008925619834710744	0.008925619834710744	0.008925619834710744	0.008925619834710744	0.008925619834710744	NA	0.00758893280632411	NA	0.005833084056236913	NA	0.005958291956305859	0.00785945446139621	0.005912994509362241	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007458485786659161	NA	NA
mitochondrial ribosome assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0016887137630171687	NA	NA
mitochondrial RNA metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0059219380888290716	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitochondrial translation	NA	NA	NA	0.015149242537873106	0.015149242537873106	NA	0.01487603305785124	0.01487603305785124	0.01487603305785124	0.01487603305785124	0.01487603305785124	0.01487603305785124	NA	0.012648221343873518	NA	NA	0.012394724296837757	0.011254551473022179	0.014023732470334413	0.011544417851611996	NA	NA	0.011574697173620458	NA	NA	NA	NA	NA	NA	0.01449479313256403	NA	NA
mitochondrial transmembrane transport	NA	NA	NA	0.010049497525123744	0.010049497525123744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009862844814301126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitochondrial transport	NA	NA	NA	0.016049197540122993	0.016049197540122993	NA	0.016198347107438015	0.016198347107438015	0.016198347107438015	0.016198347107438015	0.016198347107438015	0.016198347107438015	NA	NA	NA	NA	NA	NA	0.01756819232547388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.014354066985645933	NA	NA
mitophagy	NA	NA	NA	NA	NA	NA	0.012231404958677685	0.012231404958677685	0.012231404958677685	0.012231404958677685	0.012231404958677685	0.012231404958677685	NA	NA	NA	NA	NA	NA	0.00909231006318385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitotic cell cycle checkpoint signaling	NA	NA	NA	0.014849257537123144	0.014849257537123144	0.012119681858351218	NA	NA	NA	NA	NA	NA	NA	0.012964426877470356	0.01507537688442211	NA	NA	0.014068189341277723	NA	NA	NA	0.014393195943735688	NA	NA	0.012383488681757657	0.012383488681757657	NA	NA	NA	NA	NA	NA
mitotic cytokinesis	NA	NA	NA	NA	NA	0.008458527963640954	NA	NA	NA	NA	NA	NA	NA	0.008537549407114625	NA	0.008525276697577027	NA	0.008606421714664018	NA	NA	NA	0.008995747464834806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitotic cytokinetic process	NA	NA	NA	NA	NA	NA	0.004628099173553719	0.004628099173553719	0.004628099173553719	0.004628099173553719	0.004628099173553719	0.004628099173553719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitotic DNA damage checkpoint signaling	NA	NA	NA	NA	NA	NA	0.009256198347107438	0.009256198347107438	0.009256198347107438	0.009256198347107438	0.009256198347107438	0.009256198347107438	NA	NA	0.00791837977767626	NA	NA	NA	NA	NA	NA	0.008014393195943735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitotic DNA integrity checkpoint signaling	NA	NA	NA	0.007949602519874007	0.007949602519874007	NA	0.009586776859504133	0.009586776859504133	0.009586776859504133	0.009586776859504133	0.009586776859504133	0.009586776859504133	NA	NA	0.008375209380234505	NA	NA	NA	NA	NA	NA	0.00850507033038927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitotic DNA replication	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002131871478605147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitotic DNA replication checkpoint signaling	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0016355904481517827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitotic G1 DNA damage checkpoint signaling	0.015463917525773196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitotic G1/S transition checkpoint signaling	0.015463917525773196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitotic G2/M transition checkpoint	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005888125613346418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitotic metaphase chromosome alignment	NA	NA	NA	0.006449677516124194	0.006449677516124194	0.005807347557126625	NA	NA	NA	NA	NA	NA	NA	NA	0.006243337901629359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitotic recombination	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0031978072179077205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitotic sister chromatid cohesion	NA	NA	NA	0.0032998350082495873	0.0032998350082495873	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0035023602862798843	NA	NA	NA	NA	NA	NA	0.004088976120379457	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003585905830994699
mitotic sister chromatid segregation	NA	NA	NA	0.020098995050247488	0.020098995050247488	0.016538315869208432	NA	NA	NA	NA	NA	NA	NA	0.015810276679841896	0.019491396375818485	0.01734968591085851	NA	0.01737835153922542	NA	NA	NA	0.017500817795224076	NA	NA	0.01744340878828229	0.01744340878828229	0.016927270119064697	0.016927270119064697	NA	NA	NA	NA
mitotic sister chromatid separation	NA	NA	NA	0.007799610019499025	0.007799610019499025	0.005807347557126625	NA	NA	NA	NA	NA	NA	NA	0.0066403162055335965	0.008222932846048425	0.006880047861202512	NA	0.006785832505792784	NA	NA	NA	0.006542361792607131	NA	NA	0.006790945406125166	0.006790945406125166	0.006455314875914503	0.006455314875914503	NA	NA	NA	NA
mitotic spindle assembly	NA	NA	NA	0.006899655017249137	0.006899655017249137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitotic spindle assembly checkpoint signaling	NA	NA	NA	0.005699715014249288	0.005699715014249288	NA	NA	NA	NA	NA	NA	NA	NA	0.005059288537549407	0.005938784833257195	0.005234819024827999	NA	0.005130751406818934	NA	NA	NA	0.005070330389270527	NA	NA	0.00492676431424767	0.00492676431424767	NA	NA	NA	NA	NA	NA
mitotic spindle checkpoint signaling	NA	NA	NA	0.005699715014249288	0.005699715014249288	NA	NA	NA	NA	NA	NA	NA	NA	0.005059288537549407	0.005938784833257195	0.005234819024827999	NA	0.005130751406818934	NA	NA	NA	0.005070330389270527	NA	NA	0.00492676431424767	0.00492676431424767	NA	NA	NA	NA	NA	NA
mitotic spindle elongation	NA	NA	NA	NA	NA	0.0015149602322939023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0018205892088712346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitotic spindle midzone assembly	NA	NA	NA	NA	NA	0.0013887135462694105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0016550810989738498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mitotic spindle organization	NA	NA	NA	0.013499325033748313	0.013499325033748313	0.01148844842822876	NA	NA	NA	NA	NA	NA	NA	NA	0.011268463529770062	0.011067903081064912	NA	0.011420059582919563	NA	NA	NA	NA	NA	NA	0.011717709720372836	0.011717709720372836	0.01104576100989815	0.01104576100989815	NA	NA	NA	NA
modulation by symbiont of entry into host	NA	0.008955223880597015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
modulation of process of another organism	NA	0.003582089552238806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
monocarboxylic acid catabolic process	NA	NA	NA	0.011099445027748612	0.011099445027748612	NA	NA	NA	NA	NA	NA	NA	NA	0.01375494071146245	NA	0.010768770565360455	NA	0.012413108242303872	0.012020342117429497	0.011122061100943263	NA	NA	NA	NA	NA	NA	0.012049921101707071	0.012049921101707071	NA	0.011117365606529693	NA	NA
monocarboxylic acid transport	NA	0.01791044776119403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
monocyte aggregation	0.010309278350515464	0.001791044776119403	0.020618556701030927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
monocyte chemotactic protein-1 production	NA	0.004776119402985075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
monocyte chemotaxis	0.020618556701030927	0.018507462686567163	0.041237113402061855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
monocyte differentiation	0.015463917525773196	0.005970149253731343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mononuclear cell migration	0.04639175257731959	0.0382089552238806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
monosaccharide transmembrane transport	0.030927835051546393	NA	0.061855670103092786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
monoubiquitinated protein deubiquitination	NA	NA	NA	NA	NA	NA	0.0023140495867768596	0.0023140495867768596	0.0023140495867768596	0.0023140495867768596	0.0023140495867768596	0.0023140495867768596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
morphogenesis of a branching epithelium	0.03608247422680412	0.023283582089552238	0.05154639175257732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
morphogenesis of a branching structure	NA	0.02447761194029851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
morphogenesis of a polarized epithelium	NA	NA	NA	NA	NA	0.004923620754955183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
morphogenesis of an epithelial sheet	NA	0.007761194029850746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
motile cilium assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007874015748031496	0.006524633821571238	0.006524633821571238	NA	NA	NA	NA	NA	NA
movement in host	NA	0.028059701492537312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA 3'-end processing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004053632678515747
